word, phonetic
intérioriser, ɛ̃teʁjɔʁize
intériorité, ɛ̃teʁjɔʁite
intérêt, ɛ̃teʁɛ
inuit, inɥit
inuline, inylin
inusité, inyzite
inutile, inytil
inutilement, inytilmɑ̃
inutilisable, inytilizabl
inutilisé, inytilize
inutilité, inytilite
invagination, ɛ̃vaʒinasjɔ̃
invalidation, ɛ̃validasjɔ̃
invalide, ɛ̃valid
invalider, ɛ̃valide
invalidité, ɛ̃validite
invariabilité, ɛ̃vaʁjabilite
invariable, ɛ̃vaʁjabl
invariablement, ɛ̃vaʁjabləmɑ̃
invariance, ɛ̃vaʁjɑ̃s
invariant, ɛ̃vaʁjɑ̃
invasif, ɛ̃vazif
invasion, ɛ̃vazjɔ̃
invective, ɛ̃vɛktiv
invectiver, ɛ̃vɛktive
inventaire, ɛ̃vɑ̃tɛʁ
inventer, ɛ̃vɑ̃te
inventeur, ɛ̃vɑ̃tœʁ
inventif, ɛ̃vɑ̃tif
invention, ɛ̃vɑ̃sjɔ̃
inventivité, ɛ̃vɑ̃tivite
inventorier, ɛ̃vɑ̃tɔʁje
inverse, ɛ̃vɛʁs
inversement, ɛ̃vɛʁsəmɑ̃
inverser, ɛ̃vɛʁse
inversion, ɛ̃vɛʁsjɔ̃
invertébré, ɛ̃vɛʁtebʁe
investigateur, ɛ̃vɛstiɡatœʁ
investigation, ɛ̃vɛstiɡasjɔ̃
investir, ɛ̃vɛstiʁ
investissement, ɛ̃vɛstismɑ̃
investisseur, ɛ̃vɛstisœʁ
investiture, ɛ̃vɛstityʁ
invincibilité, ɛ̃vɛ̃sibilite
invincible, ɛ̃vɛ̃sibl
invinciblement, ɛ̃vɛ̃sibləmɑ̃
inviolabilité, ɛ̃vjɔlabilite
inviolable, ɛ̃vjɔlabl
inviolablement, ɛ̃vjɔlabləmɑ̃
invisibilité, ɛ̃vizibilite
invisible, ɛ̃vizibl
invisiblement, ɛ̃vizibləmɑ̃
invitant, ɛ̃vitɑ̃
invitation, ɛ̃vitasjɔ̃
invite, ɛ̃vit
inviter, ɛ̃vite
invité, ɛ̃vite
invivable, ɛ̃vivabl
invocation, ɛ̃vɔkasjɔ̃
involontaire, ɛ̃vɔlɔ̃tɛʁ
involontairement, ɛ̃vɔlɔ̃tɛʁmɑ̃
involucre, ɛ̃vɔlykʁ
involution, ɛ̃vɔlysjɔ̃
invoquer, ɛ̃vɔke
invoqué, ɛ̃vɔke
invraisemblable, ɛ̃vʁɛsɑ̃blabl
invraisemblance, ɛ̃vʁɛsɑ̃blɑ̃s
invulnérabilité, ɛ̃vylneʁabilite
invulnérable, ɛ̃vylneʁabl
invérifiable, ɛ̃veʁifjabl
invétérer, ɛ̃veteʁe
inébranlable, inebʁɑ̃labl
inébranlablement, inebʁɑ̃labləmɑ̃
inédit, inedi
inégal, ineɡal
inégalable, ineɡalabl
inégalement, ineɡalmɑ̃
inégalitaire, ineɡalitɛʁ
inégalité, ineɡalite
inégalé, ineɡale
inélastique, inelastik
inéligibilité, ineliʒibilite
inéligible, ineliʒibl
inéluctabilité, inelyktabilite
inéluctable, inelyktabl
inéluctablement, inelyktabləmɑ̃
inénarrable, inenaʁabl
inépuisable, inepɥizabl
inéquitable, inekitabl
inévitable, inevitabl
inévitablement, inevitabləmɑ̃
iode, jɔd
ioder, jɔde
iodhydrique, jɔdidʁik
iodique, jɔdik
iodoforme, jɔdɔfɔʁm
iodure, jɔdyʁ
ion, jɔ̃
ionien, jɔnjɛ̃
ionique, jɔnik
ionisation, jɔnizasjɔ̃
ionosphère, jɔnɔsfɛʁ
iota, jɔta
ipso, ipso
ipéca, ipeka
ipécacuanha, ipekakwana
irakien, iʁakjɛ̃
iranien, iʁanjɛ̃
irascibilité, iʁasibilite
irascible, iʁasibl
ire, iʁ
iridium, iʁidjɔm
iris, iʁis
iritis, iʁitis
irlandais, iʁlɑ̃dɛ
ironie, iʁɔni
ironique, iʁɔnik
ironiquement, iʁɔnikmɑ̃
ironiser, iʁɔnize
ironiste, iʁɔnist
iroquois, iʁɔkwa
irradiant, iʁadjɑ̃
irradiation, iʁadjasjɔ̃
irradier, iʁadje
irradié, iʁadje
irrationalisme, iʁasjɔnalism
irrationalité, iʁasjɔnalite
irrationnel, iʁasjɔnɛl
irrecevabilité, iʁəsəvabilite
irrecevable, iʁəsvabl
irremplaçable, iʁɑ̃plasabl
irrespect, iʁɛspɛ
irrespectueux, iʁɛspɛktɥø
irrespirable, iʁɛspiʁabl
irresponsabilité, iʁɛspɔ̃sabilite
irresponsable, iʁɛspɔ̃sabl
irrigation, iʁiɡasjɔ̃
irriguer, iʁiɡe
irritabilité, iʁitabilite
irritable, iʁitabl
irritant, iʁitɑ̃
irritation, iʁitasjɔ̃
irriter, iʁite
irrité, iʁite
irruption, iʁypsjɔ̃
irréalisable, iʁealizabl
irréalisme, iʁealism
irréaliste, iʁealist
irréalité, iʁealite
irréconciliable, iʁekɔ̃siljabl
irrécupérable, iʁekypeʁabl
irrécusable, iʁekyzabl
irrédentisme, iʁedɑ̃tism
irréductibilité, iʁedyktibilite
irréductible, iʁedyktibl
irréductiblement, iʁedyktibləmɑ̃
irréel, iʁeɛl
irréflexion, iʁeflɛksjɔ̃
irréfléchi, iʁefleʃi
irréfragable, iʁefʁaɡabl
irréfutable, iʁefytabl
irrégularité, iʁeɡylaʁite
irrégulier, iʁeɡylje
irrégulièrement, iʁeɡyljɛʁmɑ̃
irréligieux, iʁeliʒjø
irréligion, iʁeliʒjɔ̃
irrémissible, iʁemisibl
irrémédiable, iʁemedjabl
irrémédiablement, iʁemedjabləmɑ̃
irréparable, iʁepaʁabl
irrépressible, iʁepʁesibl
irréprochable, iʁepʁɔʃabl
irrésistible, iʁezistibl
irrésistiblement, iʁezistibləmɑ̃
irrésolu, iʁezɔly
irrésolution, iʁezɔlysjɔ̃
irréversibilité, iʁevɛʁsibilite
irréversible, iʁevɛʁsibl
irréversiblement, iʁevɛʁsibləmɑ̃
irrévocabilité, iʁevɔkabilite
irrévocable, iʁevɔkabl
irrévocablement, iʁevɔkabləmɑ̃
irrévérence, iʁeveʁɑ̃s
irrévérencieux, iʁeveʁɑ̃sjø
ischiatique, iskjatik
ischion, iskjɔ̃
ischémie, iskemi
ischémique, iskemik
islam, islam
islamique, islamik
islamisation, islamizasjɔ̃
islamisme, islamism
islamiste, islamist
islandais, islɑ̃dɛ
isochronisme, izɔkʁɔnism
isocèle, izɔsɛl
isolable, izɔlabl
isolant, izɔlɑ̃
isolateur, izɔlatœʁ
isolation, izɔlasjɔ̃
isolationnisme, izɔlasjɔnism
isolement, izɔlmɑ̃
isoler, izɔle
isoloir, izɔlwaʁ
isolé, izɔle
isolément, izɔlemɑ̃
isomorphe, izɔmɔʁf
isomorphisme, izɔmɔʁfism
isomère, izɔmɛʁ
isométrique, izɔmetʁik
isotherme, izɔtɛʁm
isothermique, izɔtɛʁmik
isotonique, izɔtɔnik
isotope, izɔtɔp
isotopie, izɔtɔpi
isotopique, izɔtɔpik
isotrope, izɔtʁɔp
israélien, isʁaeljɛ̃
israélite, isʁaelit
issir, isiʁ
isthme, ism
italianisme, italjanism
italien, italjɛ̃
italique, italik
item, itɛm
itinéraire, itineʁɛʁ
itinérance, itineʁɑ̃s
itinérant, itineʁɑ̃
itératif, iteʁatif
itération, iteʁasjɔ̃
itérativement, iteʁativmɑ̃
ive, iv
ivoire, ivwaʁ
ivoirien, ivwaʁjɛ̃
ivraie, ivʁɛ
ivre, ivʁ
ivresse, ivʁɛs
ivrogne, ivʁɔɲ
ivrognerie, ivʁɔɲʁi
jabot, ʒabo
jachère, ʒaʃɛʁ
jacobin, ʒakɔbɛ̃
jacobinisme, ʒakɔbinism
jacobite, ʒakɔbit
jacquerie, ʒakʁi
jactance, ʒaktɑ̃s
jade, ʒad
jadis, ʒadis
jaguar, ʒaɡwaʁ
jaillir, ʒajiʁ
jaillissant, ʒajisɑ̃
jaillissement, ʒajismɑ̃
jais, ʒɛ
jalap, ʒalap
jalon, ʒalɔ̃
jalonner, ʒalɔne
jalousement, ʒaluzmɑ̃
jalouser, ʒaluze
jalousie, ʒaluzi
jaloux, ʒalu
jam, dʒam
jamais, ʒamɛ
jambage, ʒɑ̃baʒ
jambe, ʒɑ̃b
jambier, ʒɑ̃bje
jambon, ʒɑ̃bɔ̃
jan, ʒɑ̃
janissaire, ʒanisɛʁ
jansénisme, ʒɑ̃senism
janséniste, ʒɑ̃senist
jante, ʒɑ̃t
janv, ʒɑ̃v
janvier, ʒɑ̃vje
japon, ʒapɔ̃
japonais, ʒapɔnɛ
jaquette, ʒakɛt
jar, ʒaʁ
jardin, ʒaʁdɛ̃
jardinage, ʒaʁdinaʒ
jardinet, ʒaʁdinɛ
jardinier, ʒaʁdinje
jargon, ʒaʁɡɔ̃
jarre, ʒaʁ
jarret, ʒaʁɛ
jarretière, ʒaʁtjɛʁ
jaser, ʒaze
jasmin, ʒasmɛ̃
jaspe, ʒasp
jatte, ʒat
jauge, ʒoʒ
jaugeage, ʒoʒaʒ
jauger, ʒoʒe
jaune, ʒon
jaunir, ʒoniʁ
jaunisse, ʒonis
jaunâtre, ʒonatʁ
java, ʒava
javanais, ʒavanɛ
javelot, ʒavlo
jazz, dʒaz
je, ʒə
jean, dʒin
jeep, dʒip
jet, ʒɛ
jetage, ʒətaʒ
jeter, ʒəte
jeton, ʒətɔ̃
jeté, ʒəte
jeu, ʒø
jeudi, ʒødi
jeun, ʒœ̃
jeune, ʒœn
jeunesse, ʒœnɛs
jeûne, ʒøn
jeûner, ʒøne
joaillerie, ʒɔajʁi
joaillier, ʒɔaje,ʒɔalje
job, dʒɔb
jockey, ʒɔkɛ
jogging, dʒɔɡiŋ
johannique, ʒɔanik
joie, ʒwa
joindre, ʒwɛ̃dʁ
joint, ʒwɛ̃
jointer, ʒwɛ̃te
jointure, ʒwɛ̃tyʁ
joli, ʒɔli
joliment, ʒɔlimɑ̃
jonc, ʒɔ̃
joncher, ʒɔ̃ʃe
jonction, ʒɔ̃ksjɔ̃
jongler, ʒɔ̃ɡle
jonglerie, ʒɔ̃ɡləʁi
jongleur, ʒɔ̃ɡlœʁ
jonque, ʒɔ̃k
jordanien, ʒɔʁdanjɛ̃
joue, ʒu
jouer, ʒwe
jouet, ʒwɛ
joueur, ʒwœʁ
joufflu, ʒufly
joug, ʒu
jouir, ʒwiʁ
jouissance, ʒwisɑ̃s
jouissant, ʒwisɑ̃
jouisseur, ʒwisœʁ
joujou, ʒuʒu
jour, ʒuʁ
journal, ʒuʁnal
journalier, ʒuʁnalje
journalisme, ʒuʁnalism
journaliste, ʒuʁnalist
journalistique, ʒuʁnalistik
journellement, ʒuʁnɛlmɑ̃
journée, ʒuʁne
joute, ʒut
jouter, ʒute
jouvence, ʒuvɑ̃s
jouvenceau, ʒuvɑ̃so
jovial, ʒɔvjal
jovialité, ʒɔvjalite
joyau, ʒwajo
joyeusement, ʒwajøzmɑ̃
joyeux, ʒwajø
jubilaire, ʒybilɛʁ
jubilation, ʒybilasjɔ̃
jubilatoire, ʒybilatwaʁ
jubiler, ʒybile
jubilé, ʒybile
jubé, ʒybe
judas, ʒyda
judaïque, ʒydaik
judaïsme, ʒydaism
judicature, ʒydikatyʁ
judiciaire, ʒydisjɛʁ
judiciairement, ʒydisjɛʁmɑ̃
judicieusement, ʒydisjøzmɑ̃
judicieux, ʒydisjø
judo, ʒydo
judéité, ʒydeite
juge, ʒyʒ
jugement, ʒyʒmɑ̃
juger, ʒyʒe
jugulaire, ʒyɡylɛʁ
juguler, ʒyɡyle
juif, ʒɥif
juillet, ʒɥijɛ
juin, ʒɥɛ̃
juiverie, ʒɥivʁi
julien, ʒyljɛ̃
jumeau, ʒymo
jumelage, ʒymlaʒ
jumeler, ʒymle
jumelle, ʒymɛl
jument, ʒymɑ̃
jungle, ʒœ̃ɡl
junior, ʒynjɔʁ
junte, ʒœ̃t
jupe, ʒyp
jupon, ʒypɔ̃
jurande, ʒyʁɑ̃d
jurassien, ʒyʁasjɛ̃
jurassique, ʒyʁasik
jurat, ʒyʁa
jurer, ʒyʁe
jureur, ʒyʁœʁ
juridiction, ʒyʁidiksjɔ̃
juridictionnel, ʒyʁidiksjɔnɛl
juridique, ʒyʁidik
juridiquement, ʒyʁidikmɑ̃
juridisme, ʒyʁidism
jurisconsulte, ʒyʁiskɔ̃sylt
jurisprudence, ʒyʁispʁydɑ̃s
jurisprudentiel, ʒyʁispʁydɑ̃sjɛl
juriste, ʒyʁist
juron, ʒyʁɔ̃
jury, ʒyʁi
juré, ʒyʁe
jus, ʒy
jusant, ʒyzɑ̃
jusque, ʒysk
jusque-là, ʒyskəla
jusques, ʒysk
jusquiame, ʒyskjam
jussion, ʒysjɔ̃
justaucorps, ʒystokɔʁ
juste, ʒyst
justement, ʒystəmɑ̃
justesse, ʒystɛs
justice, ʒystis
justiciable, ʒystisjabl
justicier, ʒystisje
justifiable, ʒystifjabl
justifiant, ʒystifjɑ̃
justificatif, ʒystifikatif
justification, ʒystifikasjɔ̃
justifier, ʒystifje
jute, ʒyt
juteux, ʒytø
juvénile, ʒyvenil
juxtaposant, ʒykstapozɑ̃
juxtaposer, ʒykstapoze
juxtaposition, ʒykstapozisjɔ̃
jéjunum, ʒeʒynɔm
jésuite, ʒezɥit
jésuitique, ʒezɥitik
jésuitisme, ʒezɥitism
kabbale, kabal
kabbalistique, kabalistik
kabyle, kabil
kaiser, kajzɛʁ,kajzœʁ,kɛzɛʁ
kaki, kaki
kaléidoscope, kaleidɔskɔp
kanak, kanak
kangourou, kɑ̃ɡuʁu
kantien, kɑ̃tjɛ̃
kantisme, kɑ̃tism
kaolin, kaɔlɛ̃
kaolinite, kaɔlinit
karaté, kaʁate
karité, kaʁite
karma, kaʁma
karst, kaʁst
karstique, kaʁstik
kava, kava
kayak, kajak
kermesse, kɛʁmɛs
kermès, kɛʁmɛs
keynésien, kenezjɛ̃,kɛnezjɛ̃
khan, kɑ̃
khmer, kmɛʁ
khédive, kediv
kibboutz, kibuts
kif, kif
kil, kil
kilo, kilo
kilométrer, kilɔmetʁe
kilométrique, kilɔmetʁik
kimono, kimɔno
kinase, kinaz
kinesthésique, kinɛstezik
kinésithérapeute, kineziteʁapøt
kinésithérapie, kineziteʁapi
kiosque, kjɔsk
kirsch, kiʁʃ
kit, kit
kitsch, kitʃ
klaxon, klaksɔn,klaksɔ̃
knout, knut
kola, kɔla
kolkhoze, kɔlkoz
kolkhozien, kɔlkozjɛ̃
kraal, kʁal
krach, kʁak
kraft, kʁaft
ksour, ksuʁ
kurde, kyʁd
kyrielle, kiʁjɛl
kyste, kist
kystique, kistik
képi, kepi
kératite, keʁatit
kérosène, keʁozɛn,keʁɔzɛn
la, la
label, labɛl
labelle, labɛl
labeur, labœʁ
labial, labjal
labile, labil
labilité, labilite
labié, labje
labo, labo
laboratoire, labɔʁatwaʁ
laborieusement, labɔʁjøzmɑ̃
laborieux, labɔʁjø
labour, labuʁ
labourable, labuʁabl
labourage, labuʁaʒ
labourer, labuʁe
laboureur, labuʁœʁ
labrador, labʁadɔʁ
labre, labʁ
labyrinthe, labiʁɛ̃t
labyrinthique, labiʁɛ̃tik
lac, lak
lacet, lasɛ
lacis, lasi
laconique, lakɔnik
laconiquement, lakɔnikmɑ̃
laconisme, lakɔnism
lacrymal, lakʁimal
lactate, laktat
lactation, laktasjɔ̃
lactique, laktik
lactose, laktoz
lacté, lakte
lacunaire, lakynɛʁ
lacune, lakyn
lacustre, lakystʁ
lacération, laseʁasjɔ̃
lacérer, laseʁe
lad, lad
ladite, ladit
ladre, ladʁ
ladrerie, ladʁəʁi
lady, ledi,lɛdi
lagon, laɡɔ̃
lagunaire, laɡynɛʁ
lagune, laɡyn
lai, lɛ
laid, lɛ
laideur, lɛdœʁ
lainage, lɛnaʒ
laine, lɛn
lainer, lene
laisse, lɛs
laisser, lese
lait, lɛ
laitage, lɛtaʒ
laite, lɛt
laiterie, lɛtʁi
laiteux, lɛtø
laitier, letje
laiton, lɛtɔ̃
laitue, lety
lama, lama
lambeau, lɑ̃bo
lambris, lɑ̃bʁi
lame, lam
lamellaire, lamelɛʁ
lamelle, lamɛl
lamelleux, lamelø
lamentable, lamɑ̃tabl
lamentablement, lamɑ̃tabləmɑ̃
lamentation, lamɑ̃tasjɔ̃
lamenter, lamɑ̃te
lamer, lame
laminage, laminaʒ
laminaire, laminɛʁ
laminer, lamine
laminoir, laminwaʁ
lampadaire, lɑ̃padɛʁ
lampe, lɑ̃p
lamper, lɑ̃pe
lance, lɑ̃s
lancement, lɑ̃smɑ̃
lancer, lɑ̃se
lancette, lɑ̃sɛt
lanceur, lɑ̃sœʁ
lancier, lɑ̃sje
lancinant, lɑ̃sinɑ̃
land, lɑ̃d
landais, lɑ̃dɛ
landau, lɑ̃do
lande, lɑ̃d
landgrave, lɑ̃dɡʁav
landsturm, lɑ̃dʃtuʁm
langage, lɑ̃ɡaʒ
langagier, lɑ̃ɡaʒje
lange, lɑ̃ʒ
langer, lɑ̃ʒe
langoureux, lɑ̃ɡuʁø
langouste, lɑ̃ɡust
langue, lɑ̃ɡ
languedocien, lɑ̃ɡdɔsjɛ̃
languette, lɑ̃ɡɛt
langueur, lɑ̃ɡœʁ
languir, lɑ̃ɡiʁ
languissant, lɑ̃ɡisɑ̃
lanière, lanjɛʁ
lansquenet, lɑ̃skənɛ
lanterne, lɑ̃tɛʁn
lanterner, lɑ̃tɛʁne
laotien, laɔsjɛ̃
laparotomie, lapaʁɔtɔmi
lapidaire, lapidɛʁ
lapidation, lapidasjɔ̃
lapider, lapide
lapin, lapɛ̃
lapis, lapis
laps, laps
lapsus, lapsys
laquais, lakɛ
laque, lak
laquelle, lakɛl
laquer, lake
larcin, laʁsɛ̃
lard, laʁ
lare, laʁ
largage, laʁɡaʒ
large, laʁʒ
largement, laʁʒəmɑ̃
largesse, laʁʒɛs
largeur, laʁʒœʁ
largo, laʁɡo
larguer, laʁɡe
larme, laʁm
larmier, laʁmje
larmoiement, laʁmwamɑ̃
larron, laʁɔ̃
larvaire, laʁvɛʁ
larve, laʁv
larvé, laʁve
laryngite, laʁɛ̃ʒit
laryngé, laʁɛ̃ʒe
larynx, laʁɛ̃ks
las, la
lascif, lasif
laser, lazɛʁ
lasser, lase
lassitude, lasityd
lasso, laso
lasting, lastiŋ
latence, latɑ̃s
latent, latɑ̃
latere, lateʁe
latex, latɛks
latin, latɛ̃
latina, latina
latiniste, latinist
latinité, latinite
latino, latino
latitude, latityd
latrines, latʁin
latte, lat
latter, late
lattis, lati
latéral, lateʁal
latéralement, lateʁalmɑ̃
latéralisation, lateʁalizasjɔ̃
latéralité, lateʁalite
latérite, lateʁit
latéritique, lateʁitik
laudanum, lodanɔm
laudes, lod
laurier, loʁje
lauréat, loʁea,lɔʁea
lavabo, lavabo
lavage, lavaʒ
lavande, lavɑ̃d
lavant, lavɑ̃
lave, lav
lavement, lavmɑ̃
laver, lave
laverie, lavʁi
laveur, lavœʁ
lavis, lavi
lavoir, lavwaʁ
laxisme, laksism
laxiste, laksist
laxité, laksite
layer, leje
layette, lɛjɛt
lazaret, lazaʁɛ
laïc, laik
laïcat, laika
laïcisation, laisizasjɔ̃
laïciser, laisize
laïcisme, laisism
laïcité, laisite
laïque, laik
le, lə
leader, lidœʁ
leadership, lidœʁʃip
leasing, liziŋ
lecteur, lɛktœʁ
lectorat, lɛktɔʁa
lecture, lɛktyʁ
ledit, lədi
legs, lɛɡ
lei, lɛj
leitmotiv, lajtmɔtif,lɛtmɔtiv
lemme, lɛm
lendemain, lɑ̃dmɛ̃
lent, lɑ̃
lentement, lɑ̃tmɑ̃
lenteur, lɑ̃tœʁ
lenticulaire, lɑ̃tikylɛʁ
lentille, lɑ̃tij
lequel, ləkɛl
les, le
lesbien, lɛzbjɛ̃
lesdites, ledit
lesdits, ledi
lesquelles, lekɛl
lesquels, lekɛl
lessivage, lesivaʒ
lessive, lesiv
lest, lɛst
leste, lɛst
lestement, lɛstəmɑ̃
lester, lɛste
let, lɛt
lettre, lɛtʁ
lettré, letʁe
leu, lø
leucine, løsin
leucocytaire, løkositɛʁ
leucocyte, løkɔsit
leucocytose, løkɔsitoz
leucorrhée, løkɔʁe
leucémie, løsemi
leur, lœʁ
leurre, lœʁ
leurrer, lœʁe
leurs, lœʁ
levage, ləvaʒ
levain, ləvɛ̃
levant, ləvɑ̃
lever, ləve
levier, ləvje
levis, ləvi
levure, ləvyʁ
levé, ləve
lexical, lɛksikal
lexicographe, lɛksikɔɡʁaf
lexicographie, lɛksikɔɡʁafi
lexicographique, lɛksikɔɡʁafik
lexicologie, lɛksikɔlɔʒi
lexicologique, lɛksikɔlɔʒik
lexie, lɛksi
lexique, lɛksik
lexis, lɛksis
lexème, lɛksɛm
lez, le,lɛ
leçon, ləsɔ̃
li, li
liage, ljaʒ
liais, ljɛ
liaison, ljɛzɔ̃
liane, ljan
liant, ljɑ̃
liard, ljaʁ
lias, ljas
liasique, ljazik
liasse, ljas
libanais, libanɛ
libation, libasjɔ̃
libelle, libɛl
libeller, libele
libellule, libelyl
libellé, libele
liber, libɛʁ
libertaire, libɛʁtɛʁ
liberticide, libɛʁtisid
libertin, libɛʁtɛ̃
libertinage, libɛʁtinaʒ
liberty, libɛʁti
liberté, libɛʁte
libidinal, libidinal
libido, libido
libitum, libitɔm
libraire, libʁɛʁ
librairie, libʁeʁi
libre, libʁ
librement, libʁəmɑ̃
librettiste, libʁetist
libyen, libjɛ̃
libéral, libeʁal
libéralement, libeʁalmɑ̃
libéralisation, libeʁalizasjɔ̃
libéraliser, libeʁalize
libéralisme, libeʁalism
libéralité, libeʁalite
libérateur, libeʁatœʁ
libération, libeʁasjɔ̃
libératoire, libeʁatwaʁ
libérer, libeʁe
libérien, libeʁjɛ̃
lice, lis
licence, lisɑ̃s
licenciement, lisɑ̃simɑ̃
licencier, lisɑ̃sje
licencieux, lisɑ̃sjø
licencié, lisɑ̃sje
lichen, likɛn
licitation, lisitasjɔ̃
licite, lisit
licitement, lisitmɑ̃
liciter, lisite
licol, likɔl
licorne, likɔʁn
licéité, liseite
lie, li
lied, lid
lien, ljɛ̃
lier, lje
lierre, ljɛʁ
liesse, ljɛs
lieu, ljø
lieu-dit, ljødi
lieue, ljø
lieutenance, ljøtnɑ̃s
lieutenant, ljøtnɑ̃
lift, lift
ligament, liɡamɑ̃
ligamentaire, liɡamɑ̃tɛʁ
ligand, liɡɑ̃
ligature, liɡatyʁ
ligaturer, liɡatyʁe
lige, liʒ
lignage, liɲaʒ
lignager, liɲaʒe
ligne, liɲ
ligner, liɲe
lignine, liɲin
lignite, liɲit
ligue, liɡ
liguer, liɡe
ligueur, liɡœʁ
ligure, liɡyʁ
lilas, lila
lillois, lilwa
limace, limas
limaille, limaj
limaçon, limasɔ̃
limbe, lɛ̃b
limbique, lɛ̃bik
lime, lim
limer, lime
limes, lim
limier, limje
liminaire, liminɛʁ
limitant, limitɑ̃
limitatif, limitatif
limitation, limitasjɔ̃
limitativement, limitativmɑ̃
limite, limit
limiter, limite
limitrophe, limitʁɔf
limogeage, limɔʒaʒ
limon, limɔ̃
limonade, limɔnad
limonadier, limɔnadje
limoneux, limɔnø
limonite, limɔnit
limousin, limuzɛ̃
limpide, lɛ̃pid
limpidité, lɛ̃pidite
lin, lɛ̃
linceul, lɛ̃sœl
lingala, linɡala
linge, lɛ̃ʒ
linger, lɛ̃ʒe
lingerie, lɛ̃ʒʁi
lingot, lɛ̃ɡo
lingual, lɛ̃ɡwal
lingue, lɛ̃ɡ
linguiste, lɛ̃ɡɥist
linguistique, lɛ̃ɡɥistik
linguistiquement, lɛ̃ɡɥistikmɑ̃
links, liŋk
linon, linɔ̃
linteau, lɛ̃to
linéaire, lineɛʁ
linéairement, lineɛʁmɑ̃
linéament, lineamɑ̃
linéarité, lineaʁite
lion, ljɔ̃
lipase, lipaz
lipide, lipid
lipidique, lipidik
lippe, lip
liqueur, likœʁ
liquidateur, likidatœʁ
liquidation, likidasjɔ̃
liquide, likid
liquider, likide
liquidité, likidite
liquéfaction, likefaksjɔ̃
liquéfier, likefje
lire, liʁ
liseré, lizʁe
liseur, lizœʁ
lisibilité, lizibilite
lisible, lizibl
lisiblement, lizibləmɑ̃
lisière, lizjɛʁ
lissage, lisaʒ
lisse, lis
lisser, lise
liste, list
listel, listɛl
lister, liste
liséré, lizeʁe
lit, li
litanie, litani
liter, lite
literie, litʁi
litharge, litaʁʒ
lithiase, litjaz
lithique, litik
lithium, litjɔm
lithographe, litɔɡʁaf
lithographie, litɔɡʁafi
lithographique, litɔɡʁafik
lithologie, litɔlɔʒi
lithologique, litɔlɔʒik
lithosphère, litɔsfɛʁ
lithotritie, litɔtʁisi
litige, litiʒ
litigieux, litiʒjø
litière, litjɛʁ
litote, litɔt
litre, litʁ
littoral, litɔʁal
littéraire, liteʁɛʁ
littérairement, liteʁɛʁmɑ̃
littéral, liteʁal
littéralement, liteʁalmɑ̃
littéralité, liteʁalite
littérarité, liteʁaʁite
littérateur, liteʁatœʁ
littérature, liteʁatyʁ
lituanien, litɥanjɛ̃
liturgie, lityʁʒi
liturgique, lityʁʒik
live, liv
livide, livid
living, liviŋ
livraison, livʁɛzɔ̃
livre, livʁ
livrer, livʁe
livresque, livʁɛsk
livret, livʁɛ
livreur, livʁœʁ
lixiviation, liksivjasjɔ̃
liège, ljɛʒ
lièvre, ljɛvʁ
liégeois, ljeʒwa
lobaire, lɔbɛʁ
lobby, lɔbi
lobbying, lɔbiiŋ
lobe, lɔb
lober, lɔbe
lobulaire, lɔbylɛʁ
lobule, lɔbyl
local, lɔkal
localement, lɔkalmɑ̃
localisable, lɔkalizabl
localisation, lɔkalizasjɔ̃
localiser, lɔkalize
localisme, lɔkalism
localité, lɔkalite
locataire, lɔkatɛʁ
locateur, lɔkatœʁ
locatif, lɔkatif
location, lɔkasjɔ̃
loch, lɔk,lɔx
lochies, lɔʃi
loco, lɔko
locomoteur, lɔkɔmɔtœʁ
locomotif, lɔkɔmɔtif
locomotion, lɔkɔmɔsjɔ̃
locus, lɔkys
locuteur, lɔkytœʁ
locution, lɔkysjɔ̃
lods, lo
loess, løs
lof, lɔf
log, lɔɡ
logarithme, lɔɡaʁitm
logarithmique, lɔɡaʁitmik
loge, lɔʒ
logement, lɔʒmɑ̃
loger, lɔʒe
logeur, lɔʒœʁ
loggia, lɔdʒja
logiciel, lɔʒisjɛl
logicien, lɔʒisjɛ̃
logique, lɔʒik
logiquement, lɔʒikmɑ̃
logis, lɔʒi
logistique, lɔʒistik
logo, lɔɡo
logomachie, lɔɡɔmaʃi
logos, loɡos,lɔɡɔs/lɔgo
loi, lwa
loin, lwɛ̃
lointain, lwɛ̃tɛ̃
loir, lwaʁ
loisible, lwazibl
loisir, lwaziʁ
lombaire, lɔ̃bɛʁ
lombard, lɔ̃baʁ
lombes, lɔ̃b
londonien, lɔ̃dɔnjɛ̃
long, lɔ̃
longanimité, lɔ̃ɡanimite
longe, lɔ̃ʒ
longer, lɔ̃ʒe
longeron, lɔ̃ʒʁɔ̃
longitude, lɔ̃ʒityd
longitudinal, lɔ̃ʒitydinal
longitudinalement, lɔ̃ʒitydinalmɑ̃
longtemps, lɔ̃tɑ̃
longuement, lɔ̃ɡmɑ̃
longueur, lɔ̃ɡœʁ
longévité, lɔ̃ʒevite
look, luk
lopin, lɔpɛ̃
loquace, lɔkas
loquacité, lɔkasite
loque, lɔk
loquet, lɔkɛ
loqueteux, lɔktø
lord, lɔʁ
lordose, lɔʁdoz
lorgnette, lɔʁɲɛt
lorgnon, lɔʁɲɔ̃
lorrain, lɔʁɛ̃
lors, lɔʁ
lorsque, lɔʁskə
losange, lɔzɑ̃ʒ
lot, lo
loterie, lɔtʁi
